Id,Title,Name in Hebrew,Name in German,Pseudonym,Gender,Date of birth,Place of birth,Date of death,Place of death,Occupation,VIAF ID
person0295,"Kleist-Keyserling (Baron), Louis",,"Kleist-Keyserling (Baron), Louis",,,,,,,,
person0296,"Kohen Piwana, Josephi - פיבני, יוסף בן איזק, כהנא",,,,,,,,,Author,
person0297,"Kohn, Salomon - כהן, משלם זלמן בן שלמה",,,,,,,,,Author,310500572
person0298,Konsistorium der Israeliten,Konsistorium der Israeliten,Konsistorium der Israeliten,,,,,,,,298437768
person0299,"Koppel, Moses",מאזעס מ' קאפפעל,"Koppel, Moses",,,,,,,,305318592
person0300,"Korff (Graf), von",,"Korff (Graf), von",,,,,,,,
person0301,Krause,,Krause,,,,,,,,313406542
person0302,"Kuh, Ephraim Moses - קוה, אפרים",,,,,,,,,Author,194455172
person0303,Lachmann (Dr.),,Lachmann (Dr.),,,,,,,,266310331
person0304,"Landau, Israel - לנדא, ישראל",,,,,,,,,"Mevi La'Dfus (Producer),Translator,Editor",311112317
person0305,"Landau, Moses Israel",,,,,,,,,Author,88359528
person0306,"Lax, Salomon - לקס, שלמה",,,,,,,,,Author,298820661
person0307,Lehmann Haas,,Lehmann Haas,,,,,,,,
person0308,"Lemans, Moses - למנס, משה",,,,,,,,,"Author,Translator",61071809
person0309,"Leo, Hartog - לאו, הרטוג",,,,,,,,,"Mevi La'Dfus (Producer),Author",312454055
person0310,Leopold Friedrrich Franz (Fürst),Leopold Friedrrich Franz,Leopold Friedrrich Franz (Fürst),,,,,,,,
person0311,Leopold II,לעאפאלד (השני),Leopold II,,,,,,,,313384387
person0312,Leopoldo Herz,ליפמן הירץ,Leopoldo Herz,,,,,,,,97901686
person0313,"Lepoc, Jonas","Lepoc, Jonas","Lepoc, Jonas",,,,,,,,
person0314,"Lesczinski, Elasar - לשצ'ינסקי, אלעזר",,,,,,,,,Author,288215793
person0315,"Levi, Avigdor - לוי, אביגדור",,,,,,,,,"Author,Editor",309524925
person0316,"Levi, Hannover Raphael - לוי, רפאל מהנובר",,,,,,,,,"Author,Commentator",283084577
person0317,"Levi, Joseph Jasmann ben Joel - לוי, יוסף יוסמן בן יואל",,,,,,,,,Author,298632884
person0318,"Levi, Moses",,,,,,,,,"Author,Mevi La'Dfus (Producer)",309698072
person0319,Levin Magnus,,Levin Magnus,,,,,,,,313220545
person0320,Levin Salomon,,Levin Salomon,,,,,,,,241924383
person0321,"Levin, Menachem Mendel - לפין, מנחם מנדל",,,,,,,,,"Author,Translator",20765287
person0322,"Levison, George (Mordechai Gumpel Schnaber) - שנאבר-לויזון, גומפל מרדכי",,,,,,,,,Author,
person0323,Levy (Ältester der israelitischen Gemeinde),Levy,Levy (Ältester der israelitischen Gemeinde),,,,,,,,
person0324,"Levy, Elie - אליהו חלפן",,,,,,,,,Author,312042257
person0325,"Levy, Moses Salomon",,"Levy, Moses Salomon",,,,,,,,288925935
person0326,"Levy, Samuel Isaak",,"Levy, Samuel Isaak",,,,,,,,
person0327,"Levy, Samuel Salomon",,"Levy, Samuel Salomon",,,,,,,,80973847
person0328,"Levy, Sara",,"Levy, Sara",,,,,,,,298446084
person0329,"Levysohn, Hartog","Levysohn, Hartog","Levysohn, Hartog",,,,,,,,
person0330,"Liebmann, Aaron",(ק' ק' האפפאקטאר) אראן ליעבמאן,"Liebmann, Aaron",,,,,,,,171329791
person0331,"Lindau, Baruch","לינדויא, ברוך","Lindau, Baruch",,,,,,,,27456853
person0332,"Lindau, Baruch ben Jehuda Löb","לינדא, ברוך","Lindau, Baruch ben Jehuda Löb","Lindau, Baruch ben Judah Löb",Male,1759,Hannover,"Dezember 5, 1848",Berlin,"Author,Translator",
person0333,"Lipmann, Nathan",,"Lipmann, Nathan",,,,,,,,175808307
person0334,Löb Hamm,,Löb Hamm,,,,,,,,
person0335,"Lobethal, Avigdor","לאבעטהאל, אביגדור (לעהרער אן דער ק' ווילהעלמס=שולע)","Lobethal, Avigdor",,,,,,,,
person0336,"Löser, Wolff","Löser, Wolff","Löser, Wolff",,,,,,,,301311874
person0337,"Löwe, Joel","ברי""ל, יואל","Löwe, Joel",,,,,,,,49996113
person0338,"Löwe, Joel - ברי""ל, יואל",,,,,,,,,"Author,Translator,Commentator,Editor",49996113
person0339,"Lowe, Johann Michael Siegfried",,,,,,,,,Mevi La'Dfus (Producer),305145319
person0340,"Löwenstamm, Chaim ben Arije Löb - לוונשטם, חיים בן אריה ליב",,,,,,,,,,
person0341,"Löwenstamm, Jaacov Moses - לוונשטם, יעקב משה",,,,,,,,,Author,
person0342,"Löwenstein, N. J.","Löwenstein, N. J.","Löwenstein, N. J.",,,,,,,,48214475
person0343,"Löwysohn, Salomon - לוויזון, שלמה",,,,,,,,,Author,
person0344,Lübeschütz,Lübeschütz,Lübeschütz,,,,,,,,39527638
person0345,"Lüpschütz, Selig",,"Lüpschütz, Selig",,,,,,,,
person0346,"Luzzatto, Ephraim - לוצטו, אפרים",,,,,,,,,Author,312413808
person0347,"Maimon, Salomon - מימון, שלמה",,,,,,,,,"Author,Commentator",313323284
person0348,"Marcus (Ilfeld), Hartog (Hirsch) - מרקוס, צבי הירש בן מרדכי",,,,,,,,,"Author,Translator",
person0349,Marcus Isaak,,Marcus Isaak,,,,,,,,69162511
person0350,Marcus Salomon Levin,,Marcus Salomon Levin,,,,,,,,
person0351,"Marcus, Benedikt","Marcus, Benedikt","Marcus, Benedikt",,,,,,,,286824381
person0352,"Marcus, Tobias","Marcus, Tobias","Marcus, Tobias",,,,,,,,311189102
person0353,"Marcuse, Marcus","מרקוזע, מרדכי","Marcuse, Marcus",,,,,,,,
person0354,"Marcuse, Moses - מרקוזי, משה",,,,,,,,,Translator,88295606
person0355,"Marks, J.","Marks, J.","Marks, J.",,,,,,,,313402233
person0356,Marx (Dr.),,Marx (Dr.),,,,,,,,313407915
person0357,"Matthieu, Levi",,,,,,,,,Mevi La'Dfus (Producer),309602397
person0358,"Meldola, Abraham - מילדולה, אברהם",,,,,,,,,Author,304951299
person0359,Mendel Samuel,,Mendel Samuel,,,,,,,,298393174
person0360,"Mendel, Joachim","Mendel, Joachim","Mendel, Joachim",,,,,,,,
person0361,"Mendelsohn, Moses - מנדלסון (פרנקפורט), משה",,,,,,,,,Translator,311875591
person0362,"Mendelssohn, Joseph","יוסף בר""מ דעסוי","Mendelssohn, Joseph",,,,,,,,306105241
person0363,"Mendelssohn, Moses","מנדלסון, משה","Mendelssohn, Moses",,Male,06/09/1729,Dessau,04/01/1786,Berlin,"Author,Commentator,Translator",313382185
person0364,Meyer Bernhard,,Meyer Bernhard,,,,,,,,313234444
person0365,Meyer Gabriel,,Meyer Gabriel,,,,,,,,313315820
person0366,Meyer Joseph,,Meyer Joseph,,,,,,,,313411174
person0367,Meyer Magnus,,Meyer Magnus,,,,,,,,307239005
person0368,"Meyer, Salomon Abraham","רינטל, זלמן","Meyer, Salomon Abraham",,,,,,,,
person0369,"Milliaud, Moïse - מיליו, משה",,,,,,,,,Author,66003100
person0370,"Moritz, Karl Philipp - מוריץ, קרל פיליף",,,,,,,,,Mevi La'Dfus (Producer),313382545
person0371,Moses Fürst,,Moses Fürst,,,,,,,,312293168
person0372,Moses Levin,,Moses Levin,,,,,,,,308485175
person0373,"Moses von Gottfried Jakob Schaller - שלר, משה גוטפריד יעקב",,,,,,,,,Translator,
person0374,"Moses, Jacob","יעקב צבי (פו""מ מדינה)","Moses, Jacob",,,,,,,,311406418
person0375,"Moses, Jacob","צבי (פו""מ מדינה), יעקב","Moses, Jacob",,,,,,,,311406418
person0376,Müller,Müller,Müller,,,,,,,,313411194
person0377,Museum des Herrn Werkmeister,Museum des Herrn Werkmeister,Museum des Herrn Werkmeister,,,,,,,,
person0378,"Nachod, Naftali",נפתלי נאכאד,"Nachod, Naftali",,,,,,,,
person0379,"Neumann, Israel Moses - נוימן, ישראל משה",,,,,,,,,"Author,Translator",
person0380,"Neumann, Israel Moses (Inspektor und Oberlehrer)","נוימן, ישראל משה","Neumann, Israel Moses (Inspektor und Oberlehrer)",,,,,,,,85996401
person0381,"Neumann, Moses Samuel - נוימן, משה שמואל",,,,,,,,,Author,143850204
person0382,"Obernick, Meir","אוברניק, מאיר","Obernick, Meir",,,,,,,,
person0383,"Obernick, Meir - אוברניק, מאיר",,,,,,,,,"Translator,Commentator",
person0384,"Oppenheim, Isaac",,"Oppenheim, Isaac",,,,,,,,
person0385,"Oppenheim, Madame W. J.",,"Oppenheim, Madame W. J.",,,,,,,,
person0386,"Oppenheim, Mendel",,"Oppenheim, Mendel",,,,,,,,81841419
person0387,"Oppenheim, Sigmund",זיגמונד אפפענהיים,"Oppenheim, Sigmund",,,,,,,,
person0388,"Oppenheim, Simon ben David - אופנהים, שמעון בן דוד",,,,,,,,,Author,34131539
person0389,"Oppenheim, Veronika (Frumet)",דעמאאזעללע וועראניקא אפפענהיים,"Oppenheim, Veronika (Frumet)",,,,,,,,
person0390,"Ottensosser, David - אוטנזוסר, דוד",,,,,,,,,"Author,Translator,Commentator",17133188
person0391,"Ottensosser, Wolf","אטטענסאסער, וואלף","Ottensosser, Wolf",,,,,,,,
person0392,"Öttinger, Moses",,"Öttinger, Moses",,,,,,,,
person0393,"Oven, Abraham van - אובן, אברהם",,,,,,,,,Translator,285089587
person0394,"Pappenheimer, Salomon Seligmann - פאפנהיים, שלמה",,,,,,,,,Author,297691741
person0395,"Pereire, Jacob Rodrigues",,,,,,,,,"Author,Editor",307394770
person0396,Pfeifer,Pfeifer,Pfeifer,,,,,,,,313408758
person0397,"Philippson, Moses - פיליפסון, משה",,,,,,,,,"Author,Commentator,Editor,Mevi La'Dfus (Producer)",170034890
person0398,"Philipson, Moses - פיליפסון, משה",,,,,,,,,Author,304096756
person0399,Pieck,Pieck,Pieck,,,,,,,,313336987
person0400,Polonus (Dr.),,Polonus (Dr.),,,,,,,,
person0401,"Poper, M. - פופר, מרדכי",,,,,,,,,Author,312107424
person0402,"Prekuln, Salomon",,"Prekuln, Salomon",,,,,,,,
person0403,"Ramler, Karl Wilhelm","רמלר, קרל ווילהלם","Ramler, Karl Wilhelm",,,,,,,,313338933
person0404,Rawitz,Rawitz,Rawitz,,,,,,,,309692714
person0405,"Redaktion der ""Sulamith""","Redaktion der ""Sulamith""","Redaktion der ""Sulamith""",,,,,,,,
person0406,"Reiß, B.","Reiß, B.","Reiß, B.",,,,,,,,305439442
person0407,Reuben ben Abraham Levi - ראובן בן אברהם לוי,,,,,,,,,,
person0408,"Riess, Nathan","ריז, נתן","Riess, Nathan",,,,,,,,
person0409,"Riess, Nathan - ריז, נתן",,,,,,,,,Author,
person0410,"Rochnove, Josel",,"Rochnove, Josel",,,,,,,,
person0411,"Rodrigues-Moreira, Jacob",,,,,,,,,Author,90691203
person0412,"Romanelli, Samuel - רומנלי, שמואל",,,,,,,,,Author,311870397
person0413,Salomon Marcus,,Salomon Marcus,,,,,,,,309669690
person0414,Salomon Marcus Schiller-Szinessy,,,,,,,,,,15622638
person0415,"Salomon, E.","Salomon, E.","Salomon, E.",,,,,,,,312151269
person0416,"Salomon, Gotthold - סלומון, גוטהולד",,,,,,,,,"Translator,Commentator",200367077
person0417,"Samocz, Israel - זמושץ, ישראל",,,,,,,,,"Author,Commentator",
person0418,Samuel Levin Isaac,Samuel Levin Isaac,Samuel Levin Isaac,,,,,,,,
person0419,Samuel Salomon,,Samuel Salomon,,,,,,,,310640969
person0420,"Sandersleben, Mosse Levi - סנדרסלבן, משה לוי",,,,,,,,,"Author,Translator",
person0421,"Satanow, Isaak","סטנוב, יצחק","Satanow, Isaak",,,,,,,,30463531
person0422,"Satanow, Isaak - סטנוב, יצחק",,,,,,,,,"Author,Editor,Commentator,Mevi La'Dfus (Producer)",30463531
person0423,"Satanow, Isaak - סטנוב, יצחק",,,,,,,,,"Author,Mevi La'Dfus (Producer)",30463531
person0424,"Schack, Chaim ben Mosche - שק, חיים בן משה",,,,,,,,,Author,
person0425,"Schaller, Geoffroy-Jacoues","Schaller, Geoffroy-Jacoues (מחבר השיר בלטינית)","Schaller, Geoffroy-Jacoues",,,,,,,,
person0426,"Schiff, Isaak Benedix - שיף, בנדיט איצק",,,,,,,,,Author,
person0427,"Schlesinger, Liebermann",ליברמן שלעזינגר,"Schlesinger, Liebermann",,,,,,,,
person0428,"Schlesinger, Liebermann Marcus","שלעזינגר, ליברמן","Schlesinger, Liebermann Marcus",,,,,,,,
person0429,"Schönemann, Salomo - שינמן, שלמה",,,,,,,,,Author,297095127
person0430,"Schott, Benedict",,,,,,,,,"Author,Mevi La'Dfus (Producer)",81074093
person0431,"Schottländer, Aron",,"Schottländer, Aron",,,,,,,,
person0432,"Schottländer, Benedikt - שוטלנדר, בנדיקט",,,,,,,,,Author,
person0433,"Schulman, Naftali Hirtz - שולמן, נפתלי הרץ",,,,,,,,,"Author,Mevi La'Dfus (Producer)",
person0434,"Schulz, Johann (Hofprediger)",,"Schulz, Johann (Hofprediger)",,,,,,,,
person0435,"Schuster, Getz",,"Schuster, Getz",,,,,,,,
person0436,"Schuster, Levin",,"Schuster, Levin",,,,,,,,3339940
person0437,"Schwab, Abraham ben Menachem Mendel - שוואב, אברהם בן מנחם מנדל",,,,,,,,,Author,
person0438,"Schwabacher, Heimann - שובכר, חיים צבי",,,,,,,,,"Author,Translator",297196210
person0439,Seeger,Seeger,Seeger,,,,,,,,313297829
person0440,"Seligmann, Jeannette",,"Seligmann, Jeannette",,,,,,,,
person0441,"Seligmann, Wulff",,"Seligmann, Wulff",,,,,,,,
person0442,"Sichel, Lemmlen",,"Sichel, Lemmlen",,,,,,,,
person0443,"Silberstein, Philip","Silberstein, Philip","Silberstein, Philip",,,,,,,,93314665
person0444,Simon,,Simon,,,,,,,,313411138
person0445,Simon Joseph,,Simon Joseph,,,,,,,,313283967
person0446,"Simon, Mendel",,"Simon, Mendel",,,,,,,,313394131
person0447,"Soldin, Jakob - זולדין, אליקים איסרל",,,,,,,,,"Mevi La'Dfus (Producer),Author",
person0448,"Somerhausen, Hirsch (Hartog) - זומרהאוזן, הירש",,,,,,,,,Author,
person0449,Sommershausen (Direktor der Erziehungsanstalt),Sommershausen,Sommershausen (Direktor der Erziehungsanstalt),,,,,,,,
person0450,Soußmann,Soußmann,Soußmann,,,,,,,,185154213
person0451,Spalding,שפלדינג,Spalding,,,,,,,,313411157
person0452,Spalding - שפלדינג,,,,,,,,,Translator,313411157
person0453,"Spira, Salomon",,"Spira, Salomon",,,,,,,,173231770
person0454,Stanislaus II. Poniatowski (König von Polen),Stanislaus II. Poniatowski,Stanislaus II. Poniatowski (König von Polen),,,,,,,,
person0455,"Susmann, Meier","Susmann, Meier","Susmann, Meier",,,,,,,,
person0456,"Tama, Mordechay","תמה, מרדכי","Tama, Mordechay",,,,,,,,98251820
person0457,"Troplowitz, Joseph Ephrati - האפרתי, יוסף מטראפלוויץ",,,,,,,,,Author,289197102
person0458,"Ulmann, Naphtalie Herz - אולמן, נפתלי הרץ",,,,,,,,,Author,283253721
person0459,"Urjas, Nathan",,"Urjas, Nathan",,,,,,,,
person0460,"Valabregue, Israel-Bernard de - ואלאברג, ישראל ברנאר דה",,,,,,,,,Author,309529782
person0461,"Vanoven, Joshua - ונאובן, יהושע",,,,,,,,,Author,245534841
person0462,"Veitel, David Ephraim",,"Veitel, David Ephraim",,,,,,,,80346106
person0463,"Venture, Mardochée - ונטורה, מרדכי",,,,,,,,,"Author,Translator",56648586
person0464,Waisenhaus in Berlin und Halle,Waisenhaus in Berlin und Halle,Waisenhaus in Berlin und Halle,,,,,,,,
person0465,"Wallach, David",,"Wallach, David",,,,,,,,312639910
person0466,"Wallach, Demoiselle",,"Wallach, Demoiselle",,,,,,,,
person0467,"Wallach, Madame",,"Wallach, Madame",,,,,,,,
person0468,Wallenrodtsche Bibliothek,,Wallenrodtsche Bibliothek,,,,,,,,311082270
person0469,"Waltsch, Shimeon - ולטש, שמעון",,,,,,,,,Commentator,
person0470,"Wappler, Christian Friedrich (Buchhändler)",,"Wappler, Christian Friedrich (Buchhändler)",,,,,,,,
person0471,"Warburg, Aron Levin",,"Warburg, Aron Levin",,,,,,,,
person0472,"Warburg, Meyer",,"Warburg, Meyer",,,,,,,,
person0473,"Weil, Abraham (Oberrabbiner)",אברהם וויל,"Weil, Abraham (Oberrabbiner)",,,,,,,,
person0474,"Wertheim, Charlotte",שארלאטטע ווערטהיים,"Wertheim, Charlotte",,,,,,,,302636450
person0475,"Wertheimer, Samuel",,"Wertheimer, Samuel",,,,,,,,307552160
person0476,"Wertheimstein, Hermann von (Edler von)","ווערטהיימשטיין, הירש פון","Wertheimstein, Hermann von (Edler von)",,,,,,,,
person0477,"Wertheimstein, Josef (Edler von Wertheimstein)",יאזעף עדלער פאן ווערטהיימשטיין,"Wertheimstein, Josef (Edler von Wertheimstein)",,,,,,,,
person0478,"Wertheimstein, Lazar (Edler von Wertheimstein)","לאצאר, עדלער פאן ווערטהיימשטיין","Wertheimstein, Lazar (Edler von Wertheimstein)",,,,,,,,
person0479,"Wessely, Hartwig - וייזל, נפתלי הרץ","וייזל, נפתלי הרץ","Wessely, Hartwig",,,,,,Commentator,Editor,308280103
person0481,"Wessely, Joel",,"Wessely, Joel",,,,,,,,
person0482,"Wetzlar, Gottschalck",,"Wetzlar, Gottschalck",,,,,,,,
person0483,"Wiener, Isaac",,"Wiener, Isaac",,,,,,,,283596704
person0484,"Wilhelm, Wertheimstein (Edler von Wertheimstein)","וויללהעלם, עדלער פאן ווערטהיימשטיין","Wilhelm, Wertheimstein (Edler von Wertheimstein)",,,,,,,,8157983
person0485,"Winck, Wolff",,"Winck, Wolff",,,,,,,,
person0486,Wittersheim d. Ä.,Wittersheim d. Ä.,Wittersheim d. Ä.,,,,,,,,44431262
person0487,"Wohl, Levi - וול, יהודה ליב בן צבי הירש",,,,,,,,,Translator,284220708
person0488,"Wolf, Elcan Isaac - וולף, אלקן יצחק",,,,,,,,,Author,29882857
person0489,"Wolf, Joseph - וולף, יוסף",,,,,,,,,"Author,Translator,Editor",313384662
person0490,"Wolfsohn-Halle, Aron","וולפסון, אהרון","Wolfsohn-Halle, Aron",,,,,,,,
person0491,"Wolfsohn-Halle, Aron - וולפסון, אהרון",,,,,,,,,"Author,Translator,Commentator",
person0492,"Worms, Ascher Anschel - וורמס, אנשיל",,,,,,,,,Author,289700461
person0493,"Worms, Wolff","וורמס, וולף","Worms, Wolff",,,,,,,,159128195
person0494,"Worms, Wolff - וורמס, וולף",,,,,,,,,Mevi La'Dfus (Producer),159128195
person0495,"Wulff, Abraham",,"Wulff, Abraham",,,,,,,,
person0496,"Wulff, Heymann",,"Wulff, Heymann",,,,,,,,131902637
person0497,"Wulff, Joseph",,"Wulff, Joseph",,,,,,,,312513603
person0498,Zacharias,Zacharias,Zacharias,,,,,,,,313408249
person0499,"Zacharias, Moses",,"Zacharias, Moses",,,,,,,,159883296
person0500,"Zacharias, Simon",,"Zacharias, Simon",,,,,,,,311288770
person0501,"Zirndorffer, Isaac","Zirndorffer, Isaac","Zirndorffer, Isaac",,,,,,,,49996113
person0502,"Zirndorffer, Isaac David - צירנדורף, איצק",,,,,,,,,Mevi La'Dfus (Producer),49996113
person0503,א' ליפפמאן,א' ליפפמאן,א' ליפפמאן,,,,,,,,
person0504,אארי' ליבמן מהו' וואלף,"אארי' ליבמן מהו' וואלף (זצ""ל מברכין)",אארי' ליבמן מהו' וואלף,,,,,,,,
person0505,"אב""ד ור""מ דק""ק ל""ב בנימין","אב""ד ור""מ דק""ק ל""ב בנימין","אב""ד ור""מ דק""ק ל""ב בנימין",,,,,,,,
person0506,"אב""ד ור""מ דק""ק פפ""דא שאול","אב""ד ור""מ דק""ק פפ""דא שאול","אב""ד ור""מ דק""ק פפ""דא שאול",,,,,,,,
person0507,"אבהרם בכ""ה איסרל זלדין","אבהרם בכ""ה איסרל זלדין","אבהרם בכ""ה איסרל זלדין",,,,,,,,
person0508,אביגדור,אביגדור,אביגדור,,,,,,,,312399344
person0509,אביגדור ברעסלוי,אביגדור ברעסלוי (רב),אביגדור ברעסלוי,,,,,,,,
person0510,אביגדור תאומים,אביגדור תאומים,אביגדור תאומים,,,,,,,,
person0511,אבלי הארוויטץ,אבלי הארוויטץ,אבלי הארוויטץ,,,,,,,,
person0512,אבראהאם אי' ברילל,אבראהאם אי' ברילל,אבראהאם אי' ברילל,,,,,,,,
person0513,אבראהאם בלאך,אבראהאם בלאך,אבראהאם בלאך,,,,,,,,
person0514,אברהם,"אברהם (אב""ד ור""מ קהילת ראטרדם [צריך להוסיף שם זה לרשימה])",אברהם,,,,,,,,313392797
person0515,אברהם,אברהם,אברהם,,,,,,,,313392797
person0516,אברהם,"אברהם (אב""ד)",אברהם,,,,,,,,313392797
person0517,אברהם אבלי בן ירמיה,,,,,,,,,Editor,308275249
person0518,אברהם אדערפעלד,אברהם אדערפעלד,אברהם אדערפעלד,,,,,,,,
person0519,אברהם אלחנן,"אלחנן (אב""ד ור""מ בערנבורג), אברהם",אברהם אלחנן,,,,,,,,299672616
person0520,אברהם אפנער,אברהם אפנער,אברהם אפנער,,,,,,,,
person0521,"אברהם ב""ר אשר","אברהם ב""ר אשר","אברהם ב""ר אשר",,,,,,,,
person0522,"אברהם ב""ר צבי הירש","אברהם ב""ר צבי הירש (אב""ד ור""מ)","אברהם ב""ר צבי הירש",,,,,,,,
