Uniqe ID,Title,Mentioned in book,Mentionee,Description of mentionee,Location city of mentionee
mentionee1253,יאקב בר יוזפה,ספר הגדרים,יאקב בר יוזפה,Subscriber,ראנינבורג
mentionee1254,"יאקב בר""ש",ספר הגדרים,"יאקב בר""ש",Subscriber,
mentionee1255,"יודל בר""ל",ספר הגדרים,"יודל בר""ל",Subscriber,Brody
mentionee1256,יוסל האללי,ספר הגדרים,יוסל האללי,Subscriber,
mentionee1257,"יורש, בענדיט",ספר הגדרים,"יורש, בענדיט",Subscriber,
mentionee1258,"יעקב בער כ""ץ",ספר הגדרים,"יעקב בער כ""ץ",Subscriber,Glogau
mentionee1259,"יעקב בר""יס בש""רל",ספר הגדרים,"יעקב בר""יס בש""רל",Subscriber,
mentionee1260,"Moses, Jacob",ספר הגדרים,"Moses, Jacob",Subscriber,Berlin
mentionee1261,"Itzig (Oberlandesältester), Daniel (Jaffe)",ספר הגדרים,"Itzig (Oberlandesältester), Daniel (Jaffe)",Subscriber,Berlin
mentionee1262,ירוחם איש באהר,ספר הגדרים,ירוחם איש באהר,Subscriber,Paris
mentionee1263,"לאמניך, איזק",ספר הגדרים,"לאמניך, איזק",Subscriber,Hamburg
mentionee1264,"לאמניץ, סענדר",ספר הגדרים,"לאמניץ, סענדר",Subscriber,
mentionee1265,"לוי, יעקב",ספר הגדרים,"לוי, יעקב",Subscriber,Glogau
mentionee1266,"לוי, שמואל",ספר הגדרים,"לוי, שמואל",Subscriber,
mentionee1267,"ליב בר""פ כ""ץ",ספר הגדרים,"ליב בר""פ כ""ץ",Subscriber,Frankfurt/Oder
mentionee1268,"ליב בר""מ",ספר הגדרים,"ליב בר""מ",Subscriber,Frankfurt/Oder
mentionee1269,"Lindau, Baruch",ספר הגדרים,"Lindau, Baruch",Subscriber,Berlin
mentionee1270,"לנדסבערג, חיים",ספר הגדרים,"לנדסבערג, חיים",Subscriber,
mentionee1271,"מאיר בר""ד שוחט",ספר הגדרים,"מאיר בר""ד שוחט",Subscriber,Lissa
mentionee1272,"מאיר פ""ל",ספר הגדרים,"מאיר פ""ל",Subscriber,Königsberg
mentionee1273,"מוהר, יוזל",ספר הגדרים,"מוהר, יוזל",Subscriber,
mentionee1274,"מרש, חיים בר""א",ספר הגדרים,"מרש, חיים בר""א",Subscriber,
mentionee1275,"משה ב""ר ליזר",ספר הגדרים,"משה ב""ר ליזר",Subscriber,
mentionee1276,"משה בר""ד פ""ל",ספר הגדרים,"משה בר""ד פ""ל",Subscriber,
mentionee1277,"Arnstein (Freiherr von), Nathan Adam",ספר הגדרים,"Arnstein (Freiherr von), Nathan Adam",Subscriber,Vienna
mentionee1278,"נך, כ""ד",ספר הגדרים,"נך, כ""ד",Subscriber,Brody
mentionee1279,"סאטור, ליפמן",ספר הגדרים,"סאטור, ליפמן",Subscriber,Berlin
mentionee1280,"סמטור, דוד",ספר הגדרים,"סמטור, דוד",Subscriber,Berlin
mentionee1281,"פייבל ש""ל",ספר הגדרים,"פייבל ש""ל",Subscriber,
mentionee1282,פיליפסזאהן,ספר הגדרים,פיליפסזאהן,Subscriber,
mentionee1283,פריידלש,ספר הגדרים,פריידלש,Subscriber,Glogau
mentionee1284,"פרענקל, אהרן",ספר הגדרים,"פרענקל, אהרן",Subscriber,Glogau
mentionee1285,"פרענקל, ליב",ספר הגדרים,"פרענקל, ליב",Subscriber,Glogau
mentionee1286,"צילך, טעבל בר''י",ספר הגדרים,"צילך, טעבל בר''י",Subscriber,
mentionee1287,"קאסל, ליב",ספר הגדרים,"קאסל, ליב",Subscriber,Frankfurt am Main
mentionee1288,"רונקל, שלמה",ספר הגדרים,"רונקל, שלמה",Subscriber,
mentionee1289,"Riess, Nathan",ספר הגדרים,"Riess, Nathan",Subscriber,
mentionee1290,"Meyer, Salomon Abraham",ספר הגדרים,"Meyer, Salomon Abraham",Subscriber,Berlin
mentionee1291,"שיף, איזק בר""ב",ספר הגדרים,"שיף, איזק בר""ב",Subscriber,Hamburg
mentionee1292,"שלאחטב, ברוך",ספר הגדרים,"שלאחטב, ברוך",Subscriber,
mentionee1293,"שלעזינגר, הירץ",ספר הגדרים,"שלעזינגר, הירץ",Subscriber,Hamburg
mentionee1294,"Schlesinger, Liebermann Marcus",ספר הגדרים,"Schlesinger, Liebermann Marcus",Subscriber,Berlin
mentionee1295,"שמואל בר""א",ספר הגדרים,"שמואל בר""א",Subscriber,Landsberg/Warthe
mentionee1296,"שמעון פ""ל",ספר הגדרים,"שמעון פ""ל",Subscriber,Königsberg
mentionee1297,"Itzig, Daniel (Jaffe; Oberlandesältester)",ספר הגלוי והחתום,"Itzig, Daniel (Jaffe; Oberlandesältester)",Thanks,Berlin
mentionee1298,"מ""מ אברהם שול הויף מ""ס",ספר הגלוי והחתום,"מ""מ אברהם שול הויף מ""ס",Book's seller,Frankfurt/Oder
mentionee1299,יוסף,ספר הכוזרי - תקנ''ה,יוסף,Approbation,Frankfurt/Oder
mentionee1300,יחיאל מיכל,ספר הכוזרי - תקנ''ה,יחיאל מיכל,Approbation,ווערדין
mentionee1301,ירוחם בן ישכר בער מלבוב,ספר הכוזרי - תקנ''ו,ירוחם בן ישכר בער מלבוב,,
mentionee1302,,ספר הכוזרי - תקנ''ו,,,Lemberg
mentionee1303,אהרן הלוי הורוויץ,ספר המדות - 1784,אהרן הלוי הורוויץ,Approbation,שקוד האזפוט
mentionee1304,יהוד' ליב,ספר המדות - 1784,יהוד' ליב,Approbation,Halberstadt
mentionee1305,"יוסף בע""מ פורת יוסף",ספר המדות - 1784,"יוסף בע""מ פורת יוסף",Approbation,Frankfurt/Oder
mentionee1306,מרדכי,ספר המדות - 1784,מרדכי,Approbation,ויעלקאשט
mentionee1307,מרדכי זאב,ספר המדות - 1784,מרדכי זאב,Approbation,Satanow
mentionee1308,מרדכי מייזיל,ספר המדות - 1784,מרדכי מייזיל,Approbation,Zhovkva
mentionee1309,צבי הירש,ספר המדות - 1784,צבי הירש,Approbation,Lemberg
mentionee1310,ברוך בן בהרר מאיר,ספר המדות - 1784,ברוך בן בהרר מאיר,Printer,Frankfurt/Oder
mentionee1311,"שמואל ב""כה נפתלי הירץ",ספר המדות - 1784,"שמואל ב""כה נפתלי הירץ",Printer,Berlin
mentionee1312,אברהם מרדכי דאלקוי,ספר המדות א,אברהם מרדכי דאלקוי,Approbation,
mentionee1313,,ספר המדות א,,Approbation,Mesritsch
mentionee1314,,ספר המדות א,,Approbation,Lemberg
mentionee1315,,ספר המדות א,,Approbation,
mentionee1316,,ספר המדות א,,Approbation,
mentionee1317,,ספר המדות א,,Approbation,Dembitz
mentionee1318,יהודא הכהן מיערסלוב בן יעקב,ספר העקרים,יהודא הכהן מיערסלוב בן יעקב,Thanks,
mentionee1319,יוסף משולם פייביל בן אברהם אבא,ספר העקרים,יוסף משולם פייביל בן אברהם אבא,Printer,
mentionee1320,"צבי הירש בן שמעון כ""ץ",ספר העקרים,"צבי הירש בן שמעון כ""ץ",Printer,
mentionee1321,,ספר השרשים א,,,
mentionee1322,אברהם מרדכי,ספר ויעתר יצחק,אברהם מרדכי,Approbation,Zhovkva
mentionee1323,דוד,ספר ויעתר יצחק,דוד,Approbation,
mentionee1324,זכרי' מענדיל,ספר ויעתר יצחק,זכרי' מענדיל,Approbation,
mentionee1325,חיים מצאנז,ספר ויעתר יצחק,חיים מצאנז,Approbation,
mentionee1326,יוסף,ספר ויעתר יצחק,יוסף,Approbation,Frankfurt/Oder
mentionee1327,יוסף,ספר ויעתר יצחק,יוסף,Approbation,Samocz
mentionee1328,יוסף שאצקיש,ספר ויעתר יצחק,יוסף שאצקיש,Approbation,Brody
mentionee1329,יצחק אייז' היילפרן,ספר ויעתר יצחק,יצחק אייז' היילפרן,Approbation,
mentionee1330,"יצחק במו' משה כ""ץ",ספר ויעתר יצחק,"יצחק במו' משה כ""ץ",Approbation,
mentionee1331,יש' בער מגזע צבי,ספר ויעתר יצחק,יש' בער מגזע צבי,Approbation,
mentionee1332,מרדכי,ספר ויעתר יצחק,מרדכי,Approbation,
mentionee1333,נתן בהגאו' מו' צבי,ספר ויעתר יצחק,נתן בהגאו' מו' צבי,Approbation,
mentionee1334,צבי הירש מייזיל,ספר ויעתר יצחק,צבי הירש מייזיל,Approbation,Zhovkva
mentionee1335,שלמה,ספר ויעתר יצחק,שלמה,Approbation,
mentionee1336,נפתלי לבית לוי,ספר ויעתר יצחק,נפתלי לבית לוי,Recommendation,Brody
mentionee1337,"Friedländer, David",ספר ויעתר יצחק,"Friedländer, David","Thanks, Book's funder",Berlin
mentionee1338,"Itzig, Daniel (Jaffe; Oberlandesältester)",ספר ויעתר יצחק,"Itzig, Daniel (Jaffe; Oberlandesältester)","Thanks, Book's funder",Berlin
mentionee1339,אלעזר קאליר,ספר זבד המליצה,אלעזר קאליר,Approbation,
mentionee1340,יצחק הלוי מלבוב,ספר זבד המליצה,יצחק הלוי מלבוב,Approbation,Krakow
mentionee1341,נפתלי הירץ אשכנזי,ספר זבד המליצה,נפתלי הירץ אשכנזי,Approbation,Rawa
mentionee1342,"Jeitteles, Baruch (Benedict)",ספר זבד המליצה,"Jeitteles, Baruch (Benedict)",Recommendation,Prague
mentionee1343,"Jeitteles, Juda",ספר זבד המליצה,"Jeitteles, Juda",Recommendation,Prague
mentionee1344,דובער בן אביגדור גצבורג/גינצבורג,ספר זבד המליצה,דובער בן אביגדור גצבורג/גינצבורג,Recommendation,Brody
mentionee1345,מאיר בן שמואל פלקלש,ספר זבד המליצה,מאיר בן שמואל פלקלש,Printer,
mentionee1346,שבתי בן דוד מיאנוב,ספר זמירות ישראל א,שבתי בן דוד מיאנוב,Printer,Berlin
mentionee1347,אהרן יורש,ספר זמירות ישראל ב,אהרן יורש,"Personal address, Thanks",Berlin
mentionee1348,ריזל אשת אהרן יורש,ספר זמירות ישראל ב,ריזל אשת אהרן יורש,"Personal address, Thanks",Berlin
